adults,airconditioning,chapati,child,dal,holidaystatus,rice,sabzi,timeslot,variety,weather
633,0,2092,956,64,0,69,166,1,0,0
372,0.5,523,547,36,0,23,82,0.5,1,0
917,0.5,4283,1362,93,0.5,91,230,1,1,0
396,0,1751,606,56,0.5,54,125,0.5,1,0.5
739,0.5,2994,1102,89,0,82,189,0,2,1
741,0.5,3368,1075,71,0.5,82,174,1,2,0
948,0,3156,1419,71,0,85,189,0,0,1
643,0.5,2144,982,61,0.5,69,159,0,0,0.5
82,0,665,106,35,0,25,60,0.5,1,0
863,0.5,4476,1277,99,0.5,91,237,1,2,0
785,0.5,2121,1196,60,0,62,139,0.5,0,1
643,0,2559,971,64,0,61,140,0.5,0,0.5
797,0,3168,1233,76,0.5,83,188,0.5,0,0
1000,0.5,2942,1457,77,0.5,75,185,0,1,0
278,0,376,409,32,0,31,90,0.5,1,1
512,0.5,2032,728,63,0.5,63,162,0.5,1,0.5
214,0.5,564,310,28,0,37,63,1,0,1
724,0.5,2186,1066,64,0,69,156,1,0,1
561,0,1273,828,50,0,56,105,0,0,0.5
333,0.5,1008,502,47,0.5,47,108,1,2,0
259,0.5,1275,412,47,0,53,105,1,2,0
689,0.5,2966,1062,83,0.5,81,195,1,2,0
898,0,3093,1343,74,0.5,85,180,0,0,0.5
511,0,1179,767,46,0,48,110,0,1,1
328,0,815,502,34,0.5,34,93,0,1,0
309,0,709,488,29,0,29,77,1,0,0
493,0,1151,692,52,0,45,124,0.5,0,1
261,0,1206,365,40,0,46,111,1,2,0
948,0.5,3916,1392,96,0.5,96,245,1,1,1
628,0.5,2032,937,60,0,62,151,0.5,1,0
645,0.5,2333,972,66,0.5,62,158,0,0,0
895,0.5,2700,1325,80,0.5,78,172,0,0,0.5
527,0,1764,786,59,0.5,57,126,1,0,1
815,0,2986,1187,70,0,80,196,0,2,0
174,0,597,234,38,0.5,37,69,1,0,0
685,0.5,2012,1003,64,0.5,62,166,0,0,0
639,0,2698,948,71,0,79,177,0.5,2,1
664,0,2834,966,72,0,84,191,1,2,0
524,0,1218,774,50,0.5,55,104,0,1,0.5
594,0.5,1987,885,67,0,69,134,0.5,1,1
509,0,1558,717,46,0,57,119,0.5,1,1
210,0.5,1768,288,57,0,49,119,1,1,0.5
645,0,2390,958,61,0,61,148,0,0,1
357,0.5,566,575,39,0.5,33,80,0.5,1,0
774,0.5,2927,1208,70,0,72,193,1,2,1
382,0,459,576,21,0,25,61,0.5,2,0
666,0,2529,1045,66,0,60,150,0,1,0.5
752,0.5,1823,1126,68,0.5,66,168,0.5,1,0
666,0,2236,1016,65,0,65,136,1,0,0
188,0,910,256,28,0,28,72,0.5,2,0.5
479,0.5,2027,729,67,0.5,67,132,0,2,0
274,0.5,1325,423,49,0,43,113,0.5,2,1
187,0,324,284,33,0.5,26,63,0,1,0
194,0,612,302,32,0,25,68,0,0,0.5
80,0.5,311,139,28,0,35,92,0.5,0,0.5
702,0,3294,1083,79,0.5,89,197,1,2,0
998,0,3094,1561,78,0.5,78,174,1,0,1
883,0,3985,1310,93,0,97,239,1,2,0
393,0.5,2255,607,60,0.5,68,151,1,2,1
487,0.5,2075,717,67,0.5,62,131,0.5,2,0
529,0.5,1078,824,59,0,40,111,1,0,0
460,0,1750,691,53,0.5,53,129,1,1,0
247,0.5,723,383,36,0,27,76,0.5,1,0.5
135,0.5,306,198,37,0,36,91,0,2,1
544,0,1515,861,44,0.5,59,124,0.5,1,0.5
372,0,1342,536,43,0.5,57,114,1,2,1
622,0.5,2537,931,63,0,68,169,1,1,0
408,0,2532,627,64,0,63,138,1,2,0.5
280,0,1611,409,50,0.5,44,105,1,1,0.5
68,0,406,100,20,0.5,36,95,0,1,0
413,0,2517,662,60,0,68,151,0.5,2,1
176,0.5,554,272,35,0,25,66,1,1,0.5
338,0,1662,520,45,0.5,54,114,0.5,2,1
847,0,3003,1290,84,0,72,184,1,0,1
449,0.5,1106,665,54,0,53,115,0,0,0
758,0.5,2747,1164,76,0.5,72,190,1,2,0
847,0,3186,1279,74,0,87,191,0.5,2,0
774,0.5,2032,1163,69,0,69,166,0,1,1
100,0.5,899,156,28,0.5,39,62,0,0,1
642,0.5,1910,969,67,0.5,63,147,0.5,0,1
569,0,1026,839,40,0,47,113,1,1,0.5
767,0,3320,1162,72,0,78,191,1,2,0
315,0,466,444,23,0,29,75,0.5,1,0
498,0.5,2236,749,61,0,60,152,1,2,0.5
223,0,1333,342,43,0,58,108,0.5,2,1
562,0,1241,870,44,0,43,122,0,0,0
500,0.5,1881,756,68,0.5,68,156,0.5,2,0
756,0.5,3327,1137,70,0.5,82,189,1,1,0
989,0.5,3432,1474,93,0.5,99,209,0.5,2,0.5
569,0.5,1621,855,55,0,43,129,1,0,0.5
493,0.5,1747,761,51,0.5,56,125,0,1,0.5
781,0.5,3209,1231,88,0.5,75,193,0.5,2,0.5
973,0.5,2795,1429,71,0.5,89,195,1,0,0
792,0,3011,1186,88,0.5,71,192,0,2,1
98,0.5,323,158,34,0.5,36,99,1,1,1
254,0,1317,378,57,0.5,55,122,1,2,1
903,0,3880,1365,97,0.5,92,223,1,2,1
798,0.5,3181,1178,73,0.5,71,190,0.5,1,0.5
317,0.5,1445,475,41,0,59,106,0,2,0.5
827,0.5,4316,1263,90,0.5,97,208,0,2,0.5
906,0.5,3519,1362,93,0.5,97,225,0.5,2,0.5
882,0,4247,1319,92,0.5,90,218,1,1,0.5
611,0,2437,927,66,0,63,148,0,0,0
337,0,361,538,31,0,23,76,0,1,0
579,0.5,1382,842,45,0,47,115,0.5,0,0
901,0.5,2704,1388,88,0,81,181,0.5,0,1
805,0.5,3019,1182,77,0.5,71,183,0,2,0
183,0.5,691,263,25,0,21,79,1,0,0.5
510,0,1710,784,58,0.5,57,122,1,0,1
515,0.5,2172,768,66,0,61,163,0,2,1
657,0.5,2327,1002,68,0,67,139,0,0,0
227,0,957,324,29,0.5,39,86,1,0,0
276,0,1606,442,49,0,51,109,1,2,1
74,0.5,1516,110,49,0.5,55,114,1,2,1
103,0.5,1710,179,40,0.5,46,128,1,2,1
62,0.5,933,101,29,0.5,38,94,1,1,1
175,0,787,251,32,0.5,32,98,1,1,0
504,0,1500,767,48,0,46,102,0,0,1
871,0.5,4099,1340,90,0.5,92,214,0,2,1
960,0,4442,1436,92,0,94,205,0,2,1
437,0.5,1352,673,46,0.5,53,127,1,0,0
749,0,3107,1111,79,0,70,186,1,2,0.5
590,0,1568,888,55,0.5,54,109,0,0,0.5
286,0.5,1044,443,51,0.5,44,129,0,2,0
197,0,360,293,36,0.5,31,92,0,0,0.5
712,0.5,2684,1097,76,0.5,85,176,0.5,2,1
530,0.5,2109,782,63,0.5,62,133,0,2,0.5
188,0,917,279,35,0,38,75,0,2,0
453,0,2044,660,69,0.5,66,160,0,2,1
764,0.5,2024,1183,69,0.5,61,168,1,0,0
893,0,3249,1299,76,0.5,72,196,1,0,1
520,0.5,1198,823,51,0,43,115,0,0,0
501,0.5,2461,778,65,0,60,153,1,1,1
910,0.5,3025,1372,77,0,83,195,0,0,0
719,0,1871,1091,64,0,60,149,0,0,0
308,0,523,463,24,0,29,80,0,0,0.5
916,0,3523,1390,98,0.5,96,207,1,1,0.5
157,0.5,542,254,27,0,35,98,0,0,0.5
616,0,2097,881,62,0.5,60,160,1,1,0
968,0.5,2604,1451,71,0,77,191,0.5,0,0.5
932,0.5,3814,1428,91,0.5,93,235,0,1,1
867,0,3645,1286,93,0.5,96,203,0.5,1,1
199,0.5,898,288,31,0,21,88,0.5,0,0
886,0,2795,1325,81,0,84,194,0,1,0.5
161,0,407,224,22,0,23,74,1,1,1
956,0.5,3707,1421,98,0,97,228,1,1,1
692,0.5,1878,1073,65,0,61,145,0,1,1
511,0.5,2099,742,66,0,67,135,0.5,2,0
129,0.5,911,184,39,0,30,77,0,1,0
164,0,791,271,20,0,33,80,1,1,0.5
469,0,1257,709,58,0,50,109,0.5,0,1
159,0.5,719,240,29,0.5,23,81,0.5,1,1
132,0,821,187,30,0,27,86,0.5,0,0.5
329,0,873,520,28,0.5,23,65,0,0,1
750,0.5,2949,1052,72,0,76,187,1,2,0.5
653,0.5,2222,931,60,0.5,60,149,1,0,0.5
710,0,1999,1049,64,0,67,157,0,1,0
600,0.5,2460,893,65,0,67,159,0,0,0.5
915,0,2960,1316,88,0,70,192,1,0,0.5
529,0.5,1494,806,46,0,50,125,0,1,0.5
915,0,3507,1322,93,0.5,97,222,0.5,2,1
178,0,714,260,25,0,20,86,0.5,1,0.5
422,0.5,1247,616,53,0.5,46,126,0,0,1
848,0.5,2611,1250,85,0.5,74,181,0.5,0,0
521,0.5,2300,790,65,0.5,62,133,1,2,0.5
334,0.5,1728,497,55,0,58,118,1,2,0
786,0,2087,1171,60,0.5,69,154,0,0,1
237,0.5,580,362,38,0,36,99,1,0,0
74,0.5,392,116,26,0.5,35,64,0.5,2,0
598,0,1093,894,41,0.5,54,108,0,0,0
779,0.5,2232,1156,63,0,68,137,0,1,1
141,0,706,213,29,0.5,29,96,1,0,0
713,0.5,1867,1108,66,0,68,144,0,1,1
149,0.5,321,231,36,0,31,72,0,1,0
629,0,3249,967,79,0,86,172,1,2,1
198,0.5,982,310,32,0.5,20,89,0,2,0
319,0,1656,524,48,0.5,51,109,0.5,2,1
982,0,2884,1565,76,0,77,189,0.5,0,0
260,0.5,448,406,29,0.5,21,62,0,1,0.5
873,0.5,4264,1319,90,0.5,90,243,1,1,0
807,0,2647,1200,77,0,70,178,0.5,1,0.5
913,0.5,3075,1377,84,0,89,175,1,1,0
715,0,2878,1078,89,0,79,194,1,2,1
994,0,3837,1537,94,0,97,226,1,2,0.5
592,0,2559,902,66,0.5,62,149,1,0,1
801,0.5,3116,1174,80,0.5,71,189,1,2,0.5
196,0.5,610,289,21,0.5,26,87,0,1,0.5
822,0.5,3155,1268,77,0.5,73,195,1,0,0.5
293,0,784,421,27,0,34,95,0,2,0
724,0.5,2099,1060,68,0,60,132,0,1,1
399,0,1020,594,57,0.5,52,122,0.5,2,0.5
617,0,3393,906,86,0,82,196,0,2,1
715,0.5,3343,1049,72,0,88,194,1,1,1
702,0.5,2925,1094,85,0.5,89,187,1,2,0.5
221,0.5,419,350,22,0,20,62,0,1,0
790,0,2767,1211,78,0,70,173,0,0,1
707,0.5,2497,1080,67,0.5,62,165,1,0,0.5
744,0.5,3301,1163,76,0,88,173,0.5,2,0
249,0,465,406,25,0.5,24,65,0,2,0
929,0.5,2618,1376,72,0,88,176,0,0,0.5
954,0,4180,1442,92,0,99,237,1,1,1
407,0,1435,575,52,0,44,120,0.5,2,0
173,0.5,538,270,21,0,34,65,0.5,0,0
627,0.5,1936,930,62,0,61,149,0.5,0,1
634,0,1810,1006,69,0,65,139,0.5,1,1
417,0.5,2167,645,66,0,68,164,0.5,2,0.5
266,0.5,618,425,32,0.5,26,83,0,1,0.5
330,0.5,1347,499,41,0.5,58,114,1,2,0
646,0,2100,985,65,0,66,151,1,0,1
194,0,972,333,36,0.5,30,65,0,0,1
564,0.5,1752,809,44,0.5,43,125,1,0,0
90,0,898,142,27,0.5,23,62,0.5,0,1
203,0,1185,313,48,0.5,53,114,1,1,0.5
216,0.5,809,348,25,0,29,81,1,1,0
290,0,1671,417,56,0,45,124,0.5,2,0.5
559,0.5,2307,863,65,0.5,64,142,0.5,1,0.5
780,0,2561,1162,62,0.5,67,156,1,1,0
213,0.5,1316,307,46,0.5,44,109,0.5,1,1
774,0,2857,1090,88,0.5,83,187,1,1,0.5
600,0,1492,867,40,0,46,129,0,0,0.5
425,0.5,2248,645,61,0,60,147,0.5,2,0.5
260,0,685,417,26,0,35,60,0,1,0
173,0.5,658,265,21,0.5,24,95,0,2,0.5
336,0.5,884,510,21,0,20,60,0,0,1
193,0,646,302,31,0,20,80,0.5,0,0
689,0.5,2972,1012,84,0,73,191,0.5,2,0
503,0,1132,702,50,0,49,127,0,0,0.5
702,0,3239,1047,89,0,85,199,1,2,0.5
310,0.5,1067,480,58,0.5,56,115,1,1,0.5
176,0,301,264,33,0.5,33,85,0.5,2,1
143,0,535,225,26,0.5,28,84,0,1,0
236,0.5,1760,374,42,0.5,55,108,0.5,2,0.5
77,0.5,418,120,23,0,23,84,0.5,0,0
416,0.5,2440,614,63,0.5,62,167,1,1,1
915,0,3308,1416,85,0,79,185,1,1,0
954,0,3328,1412,75,0,80,173,0,1,1
779,0.5,3040,1160,82,0.5,73,197,0,2,0
716,0,2219,1030,63,0,68,132,1,0,0
932,0.5,2831,1363,77,0,81,190,0.5,1,0
761,0.5,2072,1110,65,0.5,60,160,1,0,0.5
550,0,1374,794,49,0.5,49,106,0,0,0
503,0.5,2059,773,60,0.5,63,161,1,2,0
740,0,3320,1099,83,0,87,196,0.5,2,0.5
251,0.5,1229,384,57,0,53,113,0.5,2,0.5
467,0,1459,713,53,0,42,110,0.5,2,0
944,0,2753,1458,74,0,83,178,0.5,0,0
786,0.5,2014,1157,61,0.5,61,155,0,1,0.5
401,0.5,1829,603,61,0.5,68,133,1,1,0
762,0,2395,1173,62,0,69,165,1,0,0.5
875,0.5,4095,1320,92,0.5,96,217,0,2,0
660,0,3174,1015,89,0.5,87,196,0.5,2,0
766,0.5,3003,1125,74,0,88,175,0.5,1,1
337,0.5,1057,519,40,0,59,117,0.5,1,1
668,0.5,2051,963,63,0.5,69,139,0,0,0.5
842,0.5,3098,1243,80,0,79,193,0.5,0,0.5
89,0.5,780,126,39,0,37,70,1,2,0
729,0,2946,1107,83,0,85,179,1,2,1
133,0,433,210,34,0.5,29,72,0.5,0,0
471,0,1256,698,44,0,48,122,1,1,0
367,0,907,541,32,0.5,31,72,1,0,1
457,0.5,1506,670,55,0,59,105,0.5,0,0
326,0.5,417,496,35,0.5,20,88,0.5,1,0
92,0,306,128,37,0.5,31,64,0.5,2,0
531,0,2176,782,60,0.5,64,168,1,2,1
115,0,993,188,22,0,22,61,1,0,1
161,0,976,237,28,0.5,39,79,0,2,1
707,0,2482,1008,63,0,66,159,0.5,0,0.5
926,0,4420,1389,93,0.5,98,206,1,2,0
488,0.5,2181,734,68,0.5,62,145,0.5,2,0
785,0,3201,1153,86,0,80,178,1,1,1
314,0,1478,464,40,0.5,56,126,1,2,0
622,0,2587,953,60,0.5,63,155,0,0,0.5
684,0.5,2036,1010,66,0,66,144,0,0,0.5
278,0.5,1057,415,43,0,57,105,1,1,0.5
330,0,758,476,25,0.5,26,79,0,0,0.5
134,0.5,422,187,24,0.5,31,92,0,2,0
71,0.5,601,101,31,0.5,31,91,0.5,0,0.5
501,0.5,1403,745,47,0.5,51,114,0,0,0.5
422,0,2080,658,65,0,68,137,1,2,1
236,0,549,380,24,0,33,78,0,0,0
901,0,3277,1343,80,0.5,85,183,1,0,0.5
717,0,3196,1109,71,0.5,75,179,0.5,2,0.5
796,0.5,2649,1210,77,0,84,176,0.5,1,0.5
146,0,890,196,39,0,37,90,1,2,1
191,0.5,661,301,31,0.5,28,93,0.5,1,0.5
95,0,738,148,31,0.5,21,82,0,0,1
176,0,952,252,27,0,38,66,0,2,0
650,0,1863,993,62,0.5,65,141,0,0,0.5
514,0.5,2293,738,67,0.5,65,144,0.5,2,0.5
812,0,4461,1235,96,0.5,90,235,1,2,0.5
539,0,1610,808,52,0.5,41,113,0.5,0,0.5
695,0.5,3240,1085,71,0.5,73,188,0.5,2,1
991,0.5,2711,1479,75,0.5,71,186,0,0,1
538,0.5,1692,789,50,0,49,115,0,2,0
226,0,783,304,21,0.5,39,70,1,1,0
451,0.5,1651,667,40,0,48,124,0,0,1
90,0,397,144,28,0,21,70,1,1,0
271,0.5,1414,409,55,0,44,102,1,2,1
717,0,2567,1129,63,0,63,144,0,1,0
912,0.5,4049,1337,98,0,96,248,0,2,1
765,0.5,2867,1163,84,0.5,81,174,0,2,1
881,0,2963,1337,83,0,82,194,0,2,0
825,0,3329,1225,77,0.5,81,177,0,0,1
687,0,3255,1034,80,0,82,190,0,2,1
810,0,2673,1241,85,0,79,191,0,0,1
838,0.5,2977,1166,89,0.5,70,191,1,0,0
798,0.5,2957,1211,84,0.5,74,194,0,1,1
646,0.5,2497,1000,66,0.5,63,148,0,1,0
460,0.5,1627,684,59,0,44,112,0,2,0
431,0,1148,647,49,0,57,105,0,1,0.5
681,0,2533,1008,60,0.5,63,140,0.5,0,0.5
590,0.5,1731,876,45,0,57,120,0.5,1,0.5
920,0,3193,1359,75,0.5,74,193,0,0,0
525,0,2084,796,60,0,65,155,1,1,1
476,0.5,2200,710,65,0.5,68,166,1,0,1
735,0,2963,1163,74,0,76,185,1,2,0
976,0.5,3275,1483,81,0.5,70,176,0.5,0,0
975,0.5,4089,1415,91,0,97,239,0.5,2,1
401,0,1151,598,46,0,46,127,0.5,0,1
533,0.5,1224,767,53,0.5,46,101,0,0,0.5
305,0,1020,427,44,0,48,119,0.5,2,1
718,0.5,2659,1068,76,0,71,183,1,2,1
426,0,1850,628,68,0.5,66,164,1,2,0.5
676,0.5,3032,984,70,0,86,173,0.5,2,0.5
107,0,741,168,31,0,28,65,0,2,0
916,0,3239,1392,86,0.5,83,174,0.5,0,0.5
308,0,785,436,21,0,37,91,0,1,0.5
659,0.5,2737,1000,85,0.5,73,193,1,2,0
836,0,3267,1264,81,0,73,199,0,0,0.5
649,0.5,2881,984,87,0,76,185,0,2,1
321,0.5,969,469,28,0.5,26,93,1,0,0
647,0.5,3039,1006,70,0,78,197,1,1,1
833,0.5,3187,1193,72,0.5,77,184,0,2,0
999,0,3665,1520,95,0.5,98,217,0,2,1
176,0,692,280,36,0.5,25,67,0.5,0,1
607,0,2091,916,69,0.5,66,146,1,0,1
85,0.5,425,128,29,0.5,24,95,0,1,1
316,0.5,1783,483,50,0,40,126,0,2,0.5
540,0.5,1768,781,43,0.5,52,123,1,0,0.5
707,0,2581,1062,62,0,63,154,0.5,0,1
159,0.5,365,234,35,0.5,31,69,1,1,0
506,0,1087,728,59,0.5,49,122,1,0,0.5
979,0,3074,1488,77,0,76,192,0.5,1,1
427,0.5,2296,622,63,0,60,151,0.5,2,1
325,0,434,515,35,0.5,33,76,1,0,1
119,0,482,169,28,0.5,27,92,1,0,1
271,0,889,387,21,0.5,28,64,1,1,0
286,0,620,418,37,0,25,60,0,1,0
524,0,1027,808,55,0,59,119,0,0,0
502,0,1912,742,69,0,60,142,0.5,2,1
434,0.5,1280,631,49,0,56,123,1,0,0
209,0,1684,294,45,0.5,52,125,1,2,0.5
812,0,3054,1249,84,0,80,174,0,1,0
67,0,399,105,20,0.5,26,61,0,2,0.5
460,0.5,1809,671,62,0.5,61,158,0.5,2,0
870,0.5,3510,1321,97,0.5,94,218,1,1,0
525,0,1484,793,59,0.5,43,115,0.5,1,0.5
837,0,3116,1235,78,0.5,86,196,1,0,0.5
868,0,2923,1311,71,0.5,71,196,0,0,1
248,0.5,1331,364,51,0.5,45,123,1,0,1
937,0,3234,1409,72,0,83,172,0,2,0
414,0.5,2165,672,63,0.5,64,134,0.5,2,0.5
949,0.5,3747,1458,98,0.5,98,203,1,1,1
162,0.5,706,254,35,0.5,30,82,1,0,1
755,0.5,3088,1115,77,0.5,73,188,1,2,0
621,0,2701,929,80,0,70,170,1,1,1
783,0.5,2419,1139,62,0,60,153,0.5,0,1
951,0.5,4159,1447,94,0.5,97,231,1,2,0
770,0,2407,1150,67,0,68,136,0,2,0.5
794,0.5,3295,1202,78,0,83,193,0.5,1,1
257,0,1224,390,47,0.5,40,128,0,2,0.5
87,0.5,371,126,30,0,25,70,0.5,0,1
714,0,1856,1090,65,0,64,151,0,0,0.5
809,0.5,2930,1208,76,0.5,74,184,0.5,0,0
790,0.5,3152,1180,73,0.5,77,184,0,2,0.5
434,0,1814,627,67,0.5,66,131,0.5,2,0.5
433,0.5,1920,603,62,0,65,149,0.5,2,1
296,0.5,346,469,25,0.5,21,94,0,0,0.5
522,0,1571,756,47,0.5,40,112,0,1,0.5
439,0.5,1177,636,43,0.5,40,121,0,0,0.5
976,0,3940,1418,94,0.5,93,211,0,2,0.5
286,0,306,434,33,0,33,69,0.5,1,0
225,0,965,327,23,0,20,92,0,2,0
102,0,501,159,35,0.5,38,72,1,1,0.5
284,0.5,1221,430,51,0,47,105,0.5,2,0
197,0,833,324,28,0.5,34,98,1,1,0
428,0.5,2150,675,69,0,66,159,1,2,0
801,0,2942,1224,76,0,71,170,0,0,0.5
789,0.5,3189,1187,81,0,78,171,1,2,1
757,0.5,3189,1127,87,0,89,179,1,2,0.5
714,0.5,3344,1114,85,0.5,70,187,0.5,1,0.5
241,0.5,1242,344,42,0.5,58,109,0,1,1
926,0.5,3250,1333,88,0,89,199,0.5,0,0
443,0,1567,633,55,0.5,51,105,0.5,0,1
92,0.5,792,134,24,0.5,25,65,0,1,1
234,0.5,979,351,30,0,22,73,0,1,0
571,0.5,1892,916,66,0,68,168,0,0,1
540,0,1075,838,41,0,57,115,0,1,0
879,0,2622,1313,80,0,79,186,0.5,2,0
475,0,1628,670,48,0,56,126,0.5,1,1
608,0.5,2760,938,75,0,78,188,0.5,2,0.5
500,0,1478,733,49,0,42,104,1,1,0.5
982,0,2746,1485,81,0,74,185,0.5,0,0.5
237,0,1459,336,49,0.5,57,101,1,2,1
502,0.5,2484,710,67,0,68,130,0,2,1
758,0.5,3040,1152,73,0,73,179,1,1,0.5
887,0.5,2867,1407,87,0.5,72,196,0.5,0,1
626,0,1844,924,65,0,66,148,0,2,0
94,0.5,300,151,25,0,35,78,1,1,0
837,0.5,2797,1310,89,0.5,85,191,0.5,1,0
696,0.5,2546,1049,62,0.5,62,166,0,0,0
158,0.5,395,257,24,0,22,67,1,1,1
548,0.5,1657,788,40,0,53,114,0.5,1,0
718,0,2361,1063,67,0,62,139,0,1,1
678,0.5,2930,987,83,0.5,76,190,0.5,2,0
908,0.5,3883,1379,96,0.5,97,227,0,2,0
573,0,1293,888,54,0,55,124,0,0,0.5
349,0.5,532,515,21,0,23,90,0.5,0,0
487,0.5,2441,718,67,0,65,162,0.5,2,0
888,0.5,4035,1287,94,0.5,90,239,0.5,1,1
589,0,1161,874,43,0.5,40,123,0,1,0.5
192,0.5,820,287,29,0.5,32,70,1,2,0
543,0,1241,780,43,0,46,120,1,0,0.5
818,0.5,2869,1129,79,0,78,173,0.5,0,0
213,0,1382,324,54,0,50,121,1,2,0.5
341,0.5,557,520,26,0.5,38,88,0.5,0,0.5
340,0.5,641,515,28,0,26,93,1,0,0.5
151,0.5,548,229,36,0.5,20,93,0.5,2,0.5
413,0,1300,599,44,0.5,56,129,0,0,1
572,0,1121,850,47,0,59,113,1,0,0
293,0,531,452,20,0,36,68,1,1,0
478,0.5,1925,726,66,0,69,151,0.5,1,1
304,0.5,444,447,36,0,34,82,0,1,1
690,0.5,3333,1036,87,0.5,78,192,0,1,1
939,0.5,4140,1448,94,0.5,96,232,1,0,1
338,0.5,1766,530,56,0.5,43,120,0.5,1,1
76,0.5,941,119,21,0,25,73,0,1,0.5
739,0,1895,1121,62,0.5,68,154,0.5,0,1
893,0.5,4246,1325,94,0.5,97,228,1,2,0
473,0.5,2155,659,62,0,66,146,0.5,2,0.5
620,0.5,1854,902,68,0,61,147,1,1,0
129,0.5,837,187,34,0.5,25,78,0.5,0,0
324,0,677,481,39,0,35,64,0,1,0
941,0,3100,1429,84,0.5,80,188,0.5,0,1
991,0,3840,1466,93,0,96,210,0.5,2,0.5
410,0.5,1649,595,59,0.5,48,102,0,0,0
405,0.5,1760,580,55,0,57,118,1,0,0.5
455,0.5,1804,667,60,0.5,61,162,0,1,1
301,0.5,638,438,30,0,21,62,0.5,1,0.5
874,0.5,3469,1338,90,0,99,226,0,2,1
321,0,727,510,20,0,39,87,0,2,0
510,0,1278,783,53,0,59,129,0,1,0
79,0.5,639,109,23,0.5,33,77,0,0,1
416,0,1395,628,58,0.5,43,108,1,0,0.5
170,0.5,515,257,26,0.5,37,90,1,0,0
876,0.5,2988,1227,89,0,75,176,0.5,0,0
509,0,2485,730,66,0.5,63,154,0.5,1,1
799,0.5,2619,1250,77,0.5,74,190,0.5,1,0.5
700,0.5,3005,1103,78,0.5,75,192,0.5,1,0.5
105,0,881,158,32,0,37,69,0,1,0
329,0.5,1373,497,42,0.5,54,125,1,0,1
677,0.5,2399,1004,68,0.5,62,157,0,1,0
261,0,482,386,28,0.5,20,78,1,0,1
192,0.5,455,267,28,0,39,82,1,0,1
340,0,1150,500,55,0.5,50,126,0.5,1,1
640,0,3280,967,80,0.5,72,173,1,2,0.5
783,0.5,1867,1192,69,0,63,168,0,0,0.5
110,0.5,473,153,29,0.5,38,84,0,1,1
801,0,2784,1177,89,0,85,183,1,1,0.5
72,0.5,874,111,34,0.5,31,98,0.5,1,1
467,0,1614,691,57,0,44,120,0,2,0
763,0,2774,1131,80,0,75,170,0,2,1
814,0,2645,1236,79,0.5,83,194,1,0,0
227,0,757,319,20,0.5,30,91,0,0,0.5
276,0.5,534,397,27,0.5,26,77,1,0,0
301,0,398,454,35,0.5,27,63,0,0,1
749,0.5,2759,1101,83,0.5,77,187,1,2,0.5
578,0.5,1889,882,60,0,67,169,1,2,0.5
588,0,2416,920,61,0.5,62,158,1,0,0.5
514,0.5,1343,766,42,0.5,57,124,0,0,0
173,0.5,640,263,25,0.5,22,92,1,1,0.5
896,0,2737,1332,80,0.5,81,179,1,0,1
972,0,4367,1478,91,0.5,99,207,0.5,2,0.5
985,0.5,3383,1482,73,0,76,193,1,0,1
822,0.5,2893,1283,74,0,73,174,1,0,0
768,0,2695,1161,75,0,87,187,0.5,2,1
873,0,3577,1321,99,0.5,97,216,1,2,0.5
624,0,1837,955,66,0.5,62,165,1,0,1
937,0,2793,1343,76,0,88,175,0,0,0.5
413,0.5,1462,617,51,0,59,112,0.5,1,0
492,0.5,1393,711,48,0,40,113,1,0,0.5
541,0.5,2191,804,66,0,63,142,0.5,1,1
902,0,3098,1355,80,0.5,89,187,0.5,1,0.5
668,0.5,3135,986,71,0.5,85,172,0,2,0
965,0,3635,1455,95,0,99,204,0.5,2,0.5
821,0.5,3616,1258,91,0.5,98,248,0,2,0
87,0,670,130,22,0.5,21,91,0.5,1,0
484,0.5,1509,739,45,0,53,114,0.5,1,0
715,0.5,3362,1053,88,0.5,77,195,0,2,0.5
254,0,358,394,29,0,31,91,0,1,1
65,0,388,91,21,0,29,91,0.5,2,1
396,0,1180,597,51,0.5,53,129,0.5,1,1
398,0.5,1376,618,44,0,55,128,0.5,1,1
975,0.5,3035,1487,87,0.5,80,197,0,0,1
332,0,434,483,28,0.5,22,66,0,2,0
65,0.5,855,109,31,0.5,28,85,0.5,2,0.5
564,0,1460,846,44,0,45,127,0.5,2,0
371,0.5,1039,572,57,0,54,107,0.5,2,0.5
204,0.5,596,281,29,0,22,94,1,0,1
942,0.5,3861,1459,99,0,96,204,0.5,2,0.5
275,0,1310,424,41,0.5,56,108,0,2,0.5
217,0,767,321,33,0,21,62,0,2,0
423,0,1998,628,68,0,61,167,0.5,2,1
498,0.5,1935,699,63,0,68,159,1,2,0.5
186,0.5,770,274,21,0,34,98,1,2,1
677,0,2067,989,61,0,69,132,0,1,0.5
734,0.5,2129,1050,67,0,63,163,1,0,0
599,0,1409,879,53,0.5,43,126,1,0,0.5
314,0.5,984,488,26,0,22,97,0.5,0,0
224,0,783,343,31,0,26,62,1,1,0
331,0,1630,516,43,0,58,118,1,2,0
165,0.5,1240,261,51,0.5,40,101,1,2,1
181,0.5,959,252,38,0.5,21,84,1,1,0.5
110,0,700,177,36,0.5,24,62,1,0,0
167,0.5,865,235,38,0.5,39,96,0,0,0.5
663,0.5,2735,993,74,0.5,71,186,1,1,0
451,0,1870,673,63,0.5,63,143,1,2,0.5
285,0,1230,428,42,0.5,52,128,1,2,0
